,,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
T4,LSD 3,Trial     8,F11,0:35:00-0:40:00,221.292,0.741894,9,279.2,10,0.6,4,201.52,118.765,2969.12,7354.67,53733200
T4,LSD 3,Trial     8,G5,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 3,Trial     8,G5,0:05:00-0:10:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 3,Trial     8,G5,0:10:00-0:15:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 3,Trial     8,G5,0:15:00-0:20:00,453.912,1.55194,169,278.12,216,9.4,25,228.8,108.94,2723.5,5279.79,38484400
T4,LSD 3,Trial     8,G5,0:20:00-0:25:00,207.789,0.693276,1,300,0,0,1,300,120.004,3000.1,7641.05,56673700
T4,LSD 3,Trial     8,G5,0:25:00-0:30:00,245.143,0.817799,16,240.88,23,1.12,6,239,118.596,2964.9,6864.37,51167000
T4,LSD 3,Trial     8,G5,0:30:00-0:35:00,208.198,0.694178,0,0,0,0,0,0,119.336,2983.39,7206.88,53813700
T4,LSD 3,Trial     8,G5,0:35:00-0:40:00,187.25,0.627765,0,0,0,0,0,0,119.529,2988.22,7311.07,54387100
T4,LSD 3,Trial     8,G11,0:00:00-0:05:00,0.011608,0.290201,1,299.8,0,0,0,0,NA,NA,NA,NA
T4,LSD 3,Trial     8,G11,0:05:00-0:10:00,180.933,0.638077,3,299.8,2,0.12,2,283.68,119.162,2979.05,7498.69,52738300
T4,LSD 3,Trial     8,G11,0:10:00-0:15:00,191.334,0.638121,6,299.4,8,0.4,2,298.8,118.701,2967.53,7804.64,58011900
T4,LSD 3,Trial     8,G11,0:15:00-0:20:00,512.243,1.70839,233,278.32,327,14.24,25,127.68,97.5255,2438.14,5123.4,38041300
T4,LSD 3,Trial     8,G11,0:20:00-0:25:00,180.098,0.600886,2,299.92,1,0.04,0,0,120.241,3006.03,8133.8,59913600
T4,LSD 3,Trial     8,G11,0:25:00-0:30:00,300.086,1.00082,58,172.28,78,3.88,14,74.08,114.004,2850.1,7120.36,53117900
T4,LSD 3,Trial     8,G11,0:30:00-0:35:00,238.193,0.794188,0,0,0,0,0,0,118.663,2966.58,5875.2,43940600
T4,LSD 3,Trial     8,G11,0:35:00-0:40:00,164.288,0.747989,0,0,0,0,0,0,119.869,2996.73,6559.17,35701600
T4,LSD 3,Trial     8,H5,0:00:00-0:05:00,271.534,0.906079,31,296.88,42,2.08,9,113.36,116.939,2923.47,6530.95,48675200
T4,LSD 3,Trial     8,H5,0:05:00-0:10:00,172.148,0.574131,1,300,0,0,1,300,119.656,2991.41,8415.26,62651600
T4,LSD 3,Trial     8,H5,0:10:00-0:15:00,163.763,0.54617,2,299.84,2,0.12,1,299.16,119.255,2981.38,8511,63449500
T4,LSD 3,Trial     8,H5,0:15:00-0:20:00,505.684,1.68651,251,277.92,334,14.28,24,91.4,102.875,2571.86,5691.15,42364900
T4,LSD 3,Trial     8,H5,0:20:00-0:25:00,187.689,0.626213,6,299.64,6,0.24,0,0,119.242,2981.05,7853.32,58091000
T4,LSD 3,Trial     8,H5,0:25:00-0:30:00,234.544,0.78223,60,295.64,71,3.04,5,165.52,117.207,2930.19,8240.99,60612500
T4,LSD 3,Trial     8,H5,0:30:00-0:35:00,151.127,0.503891,1,300,0,0,1,300,119.78,2994.5,9527.4,70645700
T4,LSD 3,Trial     8,H5,0:35:00-0:40:00,205.114,0.687656,8,289.4,8,0.52,3,288.24,118.253,2956.34,7377.08,54774800
T4,LSD 3,Trial     8,H11,0:00:00-0:05:00,596.437,1.99025,363,273.08,446,18.8,24,153.16,96.8676,2421.69,4463.16,33308500
T4,LSD 3,Trial     8,H11,0:05:00-0:10:00,439.629,1.46621,217,284.84,257,10.56,11,167.56,106.436,2660.9,5593.75,41567100
T4,LSD 3,Trial     8,H11,0:10:00-0:15:00,383.383,1.27862,119,290.64,152,6.44,9,29.32,109.454,2736.36,5608.23,41635500
T4,LSD 3,Trial     8,H11,0:15:00-0:20:00,468.568,1.56273,237,281.4,293,12.4,13,133.4,107.552,2688.79,5293.58,39437200
T4,LSD 3,Trial     8,H11,0:20:00-0:25:00,207.671,0.692885,4,299.68,5,0.2,1,298.24,117.63,2940.74,7358.8,54911400
T4,LSD 3,Trial     8,H11,0:25:00-0:30:00,405.663,1.35293,134,288.2,181,7.76,15,147.08,109.589,2739.72,5664.03,42242300
T4,LSD 3,Trial     8,H11,0:30:00-0:35:00,350.571,1.16888,81,292.56,113,4.76,10,221.24,111.44,2786,5889.07,43979600
T4,LSD 3,Trial     8,H11,0:35:00-0:40:00,213.366,0.71532,3,241.08,4,0.2,2,241.2,119.486,2987.15,7316.8,54005300
T4,LSD 10,Trial     8,A6,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,A6,0:05:00-0:10:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,A6,0:10:00-0:15:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,A6,0:15:00-0:20:00,531.188,1.78803,208,276.64,302,13.48,34,207.44,103.653,2591.33,5123.01,37859100
T4,LSD 10,Trial     8,A6,0:20:00-0:25:00,209.27,0.698217,1,300,0,0,1,300,120.094,3002.35,7505.55,56066500
T4,LSD 10,Trial     8,A6,0:25:00-0:30:00,446.87,1.49036,157,264.92,210,9.64,23,195.28,106.473,2661.82,5504.87,41121400
T4,LSD 10,Trial     8,A6,0:30:00-0:35:00,232.341,0.774676,0,0,0,0,0,0,119.763,2994.07,6706.75,50240200
T4,LSD 10,Trial     8,A6,0:35:00-0:40:00,197.863,0.663348,0,0,0,0,0,0,119.67,2991.75,7312.73,54340900
T4,LSD 10,Trial     8,A12,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,A12,0:05:00-0:10:00,104.288,0.407501,1,256.08,0,0,0,0,120.936,3023.4,10867.8,67575800
T4,LSD 10,Trial     8,A12,0:10:00-0:15:00,144.796,0.482911,4,299.44,6,0.36,3,0.48,120.846,3021.16,9369.95,66901400
T4,LSD 10,Trial     8,A12,0:15:00-0:20:00,683.333,2.27899,406,267.68,490,21.36,50,175.44,94.221,2355.53,4809.19,35972700
T4,LSD 10,Trial     8,A12,0:20:00-0:25:00,222.752,0.743202,1,300,0,0,1,300,119.139,2978.46,6884.84,51526100
T4,LSD 10,Trial     8,A12,0:25:00-0:30:00,426.99,1.42444,207,285.52,232,9.96,21,235.48,106.442,2661.05,6030.6,44994300
T4,LSD 10,Trial     8,A12,0:30:00-0:35:00,303.329,1.01137,79,192.08,90,3.76,4,37.48,114.339,2858.48,6180.27,46247000
T4,LSD 10,Trial     8,A12,0:35:00-0:40:00,195.565,0.655642,0,0,0,0,0,0,120.302,3007.56,7705.39,57181700
T4,LSD 10,Trial     8,B6,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,B6,0:05:00-0:10:00,156.9,0.864369,1,181.52,1,0.04,1,181.6,119.284,2982.09,5531.85,25059300
T4,LSD 10,Trial     8,B6,0:10:00-0:15:00,223.349,0.744893,1,300,0,0,1,300,119.243,2981.07,6385.32,47698400
T4,LSD 10,Trial     8,B6,0:15:00-0:20:00,772.479,2.5763,329,267.28,426,21.72,100,103.12,93.5966,2339.91,4954.4,36989500
T4,LSD 10,Trial     8,B6,0:20:00-0:25:00,241.664,0.806299,6,299.24,11,0.48,1,0.28,118.698,2967.46,6348.33,47510900
T4,LSD 10,Trial     8,B6,0:25:00-0:30:00,189.659,0.632533,16,298.48,17,1.08,8,1.56,119.713,2992.83,8259.27,59648400
T4,LSD 10,Trial     8,B6,0:30:00-0:35:00,275.417,0.918301,19,297,27,2.2,17,9.28,117.14,2928.5,7191.43,53180700
T4,LSD 10,Trial     8,B6,0:35:00-0:40:00,415.879,1.39426,83,266.04,122,6.64,33,15.96,110.839,2770.97,5947.39,44159400
T4,LSD 10,Trial     8,B12,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,B12,0:05:00-0:10:00,93.1833,0.542015,1,172.12,0,0,0,0,121.501,3037.52,8226.91,32348200
T4,LSD 10,Trial     8,B12,0:10:00-0:15:00,23.2852,0.727663,3,299.8,3,0.12,1,1.12,118.124,2953.11,6892.68,5121260
T4,LSD 10,Trial     8,B12,0:15:00-0:20:00,497.319,1.65862,157,153.56,206,10.44,46,101.28,111.123,2778.07,5868.17,43847000
T4,LSD 10,Trial     8,B12,0:20:00-0:25:00,219.109,0.731046,0,0,0,0,0,0,119.127,2978.17,7100.61,53098300
T4,LSD 10,Trial     8,B12,0:25:00-0:30:00,211.915,0.70676,0,0,0,0,0,0,119.545,2988.63,7249.09,54310200
T4,LSD 10,Trial     8,B12,0:30:00-0:35:00,206.174,0.687431,0,0,0,0,0,0,119.694,2992.34,7304.79,54720200
T4,LSD 10,Trial     8,B12,0:35:00-0:40:00,204.06,0.684122,0,0,0,0,0,0,120.472,3011.79,7388.93,55084500
T4,LSD 10,Trial     8,C6,0:00:00-0:05:00,137.629,0.459252,1,299.96,0,0,0,0,128.379,3209.47,9099.62,51312700
T4,LSD 10,Trial     8,C6,0:05:00-0:10:00,152.835,0.509722,1,300,0,0,0,0,123.116,3077.91,8407.98,56308300
T4,LSD 10,Trial     8,C6,0:10:00-0:15:00,97.5474,0.451441,4,299.6,5,0.28,2,0.64,128.82,3220.51,9552.75,36099800
T4,LSD 10,Trial     8,C6,0:15:00-0:20:00,638.415,2.12919,343,271.28,424,18.8,44,144.76,97.1201,2428,4615.4,34514000
T4,LSD 10,Trial     8,C6,0:20:00-0:25:00,265.094,0.884474,3,299.84,3,0.12,1,1.72,119.847,2996.18,6444.47,48230400
T4,LSD 10,Trial     8,C6,0:25:00-0:30:00,334.216,1.11465,99,293.2,109,4.52,10,98.76,112.957,2823.93,6305.18,47137500
T4,LSD 10,Trial     8,C6,0:30:00-0:35:00,216.447,0.721681,1,300,0,0,0,0,120.448,3011.21,7254.09,54050200
T4,LSD 10,Trial     8,C6,0:35:00-0:40:00,229.074,0.767982,5,267.2,5,0.4,3,0.12,119.627,2990.68,7339.94,54440300
T4,LSD 10,Trial     8,C12,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,C12,0:05:00-0:10:00,4.86561,0.699081,1,35.76,0,0,0,0,110.776,2769.41,5434.71,836946
T4,LSD 10,Trial     8,C12,0:10:00-0:15:00,1.99628,1.55959,2,299.92,1,0.04,1,1.28,128.237,3205.93,7360.85,213465
T4,LSD 10,Trial     8,C12,0:15:00-0:20:00,517.569,1.72615,161,281.28,253,11.96,33,67.32,106.293,2657.32,5309.82,39669700
T4,LSD 10,Trial     8,C12,0:20:00-0:25:00,292.91,0.97728,1,300,0,0,0,0,119.027,2975.67,5400.96,40453200
T4,LSD 10,Trial     8,C12,0:25:00-0:30:00,294.007,0.980547,31,129.4,40,2.04,7,67.8,118.845,2971.13,6313.97,47253800
T4,LSD 10,Trial     8,C12,0:30:00-0:35:00,201.223,0.670921,0,0,0,0,0,0,119.486,2987.15,7385.73,54816900
T4,LSD 10,Trial     8,C12,0:35:00-0:40:00,201.279,0.674798,0,0,0,0,0,0,120.358,3008.94,6817.17,50617500
T4,LSD 10,Trial     8,D6,0:00:00-0:05:00,175.324,0.585036,1,299.96,0,0,0,0,122.576,3064.4,8139.46,55429700
T4,LSD 10,Trial     8,D6,0:05:00-0:10:00,178.631,0.595753,1,300,0,0,0,0,119.976,2999.41,7324.24,51555300
T4,LSD 10,Trial     8,D6,0:10:00-0:15:00,17.3654,0.91978,2,299.92,1,0.04,1,1.32,118.636,2965.91,5949.3,2611740
T4,LSD 10,Trial     8,D6,0:15:00-0:20:00,430.794,1.43675,142,176.64,187,8.72,28,96.56,111.13,2778.25,6119.63,45689200
T4,LSD 10,Trial     8,D6,0:20:00-0:25:00,209.393,0.698629,0,0,0,0,0,0,119.549,2988.73,7259.71,54317200
T4,LSD 10,Trial     8,D6,0:25:00-0:30:00,203.58,0.678961,0,0,0,0,0,0,119.078,2976.95,7279.05,54418200
T4,LSD 10,Trial     8,D6,0:30:00-0:35:00,161.802,0.539484,0,0,0,0,0,0,120.866,3021.64,8856.3,65138100
T4,LSD 10,Trial     8,D6,0:35:00-0:40:00,183.567,0.646546,0,0,0,0,0,0,119.049,2976.22,7410.93,52150700
T4,LSD 10,Trial     8,D12,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,D12,0:05:00-0:10:00,0.533273,0.701674,1,230.4,0,0,0,0,99.6945,2492.36,4913.22,88438
T4,LSD 10,Trial     8,D12,0:10:00-0:15:00,14.9221,1.44036,4,299.56,4,0.32,3,0.52,108.451,2711.27,7797.09,1949270
T4,LSD 10,Trial     8,D12,0:15:00-0:20:00,679.147,2.26503,322,270.92,420,19.4,52,97.92,94.6052,2365.13,4607.87,34411600
T4,LSD 10,Trial     8,D12,0:20:00-0:25:00,207.796,0.693299,1,300,0,0,0,0,120.094,3002.36,7415.49,55171300
T4,LSD 10,Trial     8,D12,0:25:00-0:30:00,449.592,1.49944,157,286.36,200,9.32,32,155.64,107.271,2681.77,5886.19,43969900
T4,LSD 10,Trial     8,D12,0:30:00-0:35:00,300.821,1.003,33,297.16,43,2,5,27.64,115.382,2884.56,5758.12,43157100
T4,LSD 10,Trial     8,D12,0:35:00-0:40:00,344.255,1.15414,65,275.32,79,3.88,14,138.92,114.478,2861.95,6004.47,44715300
T4,LSD 10,Trial     8,E6,0:00:00-0:05:00,202.157,0.674575,2,299.88,1,0.04,0,0,121.687,3042.18,7653.09,51528300
T4,LSD 10,Trial     8,E6,0:05:00-0:10:00,180.906,0.603342,1,300,0,0,0,0,120.362,3009.04,8494.61,59292400
T4,LSD 10,Trial     8,E6,0:10:00-0:15:00,235.611,0.78579,4,299.76,4,0.16,1,1.12,119.64,2990.99,7018.8,52100500
T4,LSD 10,Trial     8,E6,0:15:00-0:20:00,626.963,2.09099,304,274.04,395,17.04,34,201.04,98.4525,2461.31,4386.15,32808400
T4,LSD 10,Trial     8,E6,0:20:00-0:25:00,270.043,0.900985,2,299.96,1,0.04,0,0,119.22,2980.5,5812.27,43522300
T4,LSD 10,Trial     8,E6,0:25:00-0:30:00,725.822,2.4207,346,269.36,450,20.24,45,181.64,92.2841,2307.1,3614.14,27012100
T4,LSD 10,Trial     8,E6,0:30:00-0:35:00,519.442,1.73194,180,258.32,250,11.84,39,90.48,103.516,2587.89,5844.17,43708500
T4,LSD 10,Trial     8,E6,0:35:00-0:40:00,187.147,0.627421,0,0,0,0,0,0,120.203,3005.07,7745.64,57666300
T4,LSD 10,Trial     8,E12,0:00:00-0:05:00,72.8337,0.629396,1,299.96,0,0,0,0,122.888,3072.21,7181.18,19303000
T4,LSD 10,Trial     8,E12,0:05:00-0:10:00,NA,NA,1,300,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,E12,0:10:00-0:15:00,155.811,0.62625,1,300,0,0,0,0,119.992,2999.81,8114.45,50366400
T4,LSD 10,Trial     8,E12,0:15:00-0:20:00,487.405,1.62555,201,279.92,296,12.52,19,123.48,107.287,2682.19,5467.3,40824300
T4,LSD 10,Trial     8,E12,0:20:00-0:25:00,232.069,0.774286,3,299.92,2,0.08,0,0,120.092,3002.31,6858.56,51288300
T4,LSD 10,Trial     8,E12,0:25:00-0:30:00,359.622,1.19938,62,292.24,104,4.92,22,150.52,114.811,2870.29,6491.99,48436800
T4,LSD 10,Trial     8,E12,0:30:00-0:35:00,269.518,0.898633,19,57.4,24,1.12,4,54.16,116.841,2921.03,6169.13,46225300
T4,LSD 10,Trial     8,E12,0:35:00-0:40:00,238.305,0.798932,0,0,0,0,0,0,120.024,3000.61,6454.76,48120200
T4,LSD 10,Trial     8,F6,0:00:00-0:05:00,174.172,0.581195,2,299.8,2,0.08,0,0,122.924,3073.09,8623.12,52756300
T4,LSD 10,Trial     8,F6,0:05:00-0:10:00,239.946,0.800247,1,300,0,0,0,0,118.643,2966.06,6709.27,50198700
T4,LSD 10,Trial     8,F6,0:10:00-0:15:00,216.591,0.722355,5,299.52,7,0.28,1,1,119.083,2977.08,7032.2,52530500
T4,LSD 10,Trial     8,F6,0:15:00-0:20:00,562.878,1.87726,278,277.84,341,15.2,34,147.96,102.218,2555.46,4752.54,35520500
T4,LSD 10,Trial     8,F6,0:20:00-0:25:00,270.959,0.904041,4,299.84,3,0.12,0,0,118.531,2963.27,5847.39,43761900
T4,LSD 10,Trial     8,F6,0:25:00-0:30:00,458.374,1.52873,158,285.2,218,9.6,20,175.36,105.778,2644.46,5182.28,38665000
T4,LSD 10,Trial     8,F6,0:30:00-0:35:00,266.737,0.889361,24,298.16,28,1.24,3,187,116.517,2912.92,6395.02,47579000
T4,LSD 10,Trial     8,F6,0:35:00-0:40:00,229.391,0.769046,5,204.36,6,0.32,2,0.08,119.785,2994.62,7202.98,53122000
T4,LSD 10,Trial     8,F12,0:00:00-0:05:00,88.8905,0.661585,1,299.96,0,0,0,0,122.051,3051.27,7021.29,21836200
T4,LSD 10,Trial     8,F12,0:05:00-0:10:00,25.0411,0.634272,1,300,0,0,0,0,117.757,2943.92,6787.26,6312150
T4,LSD 10,Trial     8,F12,0:10:00-0:15:00,2.86505,2.86505,3,299.88,2,0.08,1,0.44,89.6701,2241.75,2517.1,60410.5
T4,LSD 10,Trial     8,F12,0:15:00-0:20:00,584.802,1.95038,258,276.48,348,15.28,34,192.92,100.485,2512.13,4961.49,37072200
T4,LSD 10,Trial     8,F12,0:20:00-0:25:00,248.57,0.829339,11,299.12,12,0.6,6,3.28,119.8,2995.01,6451.9,48273100
T4,LSD 10,Trial     8,F12,0:25:00-0:30:00,331.503,1.1056,53,224.64,72,3.4,11,109.04,115.532,2888.3,6117.93,45664300
T4,LSD 10,Trial     8,F12,0:30:00-0:35:00,242.25,0.807715,0,0,0,0,0,0,120.015,3000.37,6304.5,47100900
T4,LSD 10,Trial     8,F12,0:35:00-0:40:00,199.14,0.667627,0,0,0,0,0,0,119.46,2986.5,7610.02,56337000
T4,LSD 10,Trial     8,G6,0:00:00-0:05:00,151.773,0.506451,1,299.96,0,0,0,0,120.688,3017.19,8929.41,62907700
T4,LSD 10,Trial     8,G6,0:05:00-0:10:00,167.101,0.557299,1,300,0,0,0,0,121.108,3027.7,8060.13,56138800
T4,LSD 10,Trial     8,G6,0:10:00-0:15:00,275.192,0.965045,11,299,14,0.76,6,12.44,118.439,2960.98,5536.27,38997500
T4,LSD 10,Trial     8,G6,0:15:00-0:20:00,563.833,1.88045,276,274.76,372,15.88,25,149.12,100.184,2504.61,4905.21,36543800
T4,LSD 10,Trial     8,G6,0:20:00-0:25:00,249.838,0.833572,4,299.72,5,0.2,1,300,119.417,2985.43,6206.76,46463800
T4,LSD 10,Trial     8,G6,0:25:00-0:30:00,359.675,1.19955,111,291.56,127,5.84,18,66.04,111.903,2797.59,6204.53,46019000
T4,LSD 10,Trial     8,G6,0:30:00-0:35:00,366.243,1.22114,110,290.8,140,6,11,110.68,109.549,2738.74,6023.54,44953700
T4,LSD 10,Trial     8,G6,0:35:00-0:40:00,212.925,0.713844,1,207.6,2,0.08,1,0.08,120.367,3009.17,7576.9,56182700
T4,LSD 10,Trial     8,G12,0:00:00-0:05:00,293.917,2.11756,137,127.16,176,7.68,14,38.4,93.7078,2342.7,3804.78,13187400
T4,LSD 10,Trial     8,G12,0:05:00-0:10:00,279.962,0.933704,1,300,0,0,0,0,118.185,2954.64,5733.93,42970000
T4,LSD 10,Trial     8,G12,0:10:00-0:15:00,273.652,0.912662,2,299.84,2,0.12,1,0.04,120.053,3001.33,5618.98,42097400
T4,LSD 10,Trial     8,G12,0:15:00-0:20:00,650.987,2.17111,296,270.16,430,19.04,42,128.96,98.5368,2463.42,4584.01,34201300
T4,LSD 10,Trial     8,G12,0:20:00-0:25:00,297.652,0.993102,52,296.28,56,2.76,11,113.12,113.287,2832.18,6455.48,47873800
T4,LSD 10,Trial     8,G12,0:25:00-0:30:00,439.203,1.46479,165,280.52,209,9.04,16,104.96,108.722,2718.04,5635.5,42023900
T4,LSD 10,Trial     8,G12,0:30:00-0:35:00,195.03,0.650274,0,0,0,0,0,0,118.61,2965.25,7538.39,56259000
T4,LSD 10,Trial     8,G12,0:35:00-0:40:00,171.207,0.57398,0,0,0,0,0,0,120.028,3000.69,8159.46,59262200
T4,LSD 10,Trial     8,H6,0:00:00-0:05:00,1.79118,1.27941,1,244.36,1,0.04,0,0,105.943,2648.57,5110.82,173768
T4,LSD 10,Trial     8,H6,0:05:00-0:10:00,111.975,0.68194,1,300,0,0,0,0,118.817,2970.43,6994.92,28658200
T4,LSD 10,Trial     8,H6,0:10:00-0:15:00,244.084,0.814047,3,299.72,3,0.16,1,1.24,120.749,3018.74,5997.4,44932500
T4,LSD 10,Trial     8,H6,0:15:00-0:20:00,689.388,2.29919,318,268.6,441,20.8,69,139.68,99.1572,2478.93,5156.13,38464700
T4,LSD 10,Trial     8,H6,0:20:00-0:25:00,220.876,0.736941,1,300,0,0,1,300,119.903,2997.57,7073.74,52954000
T4,LSD 10,Trial     8,H6,0:25:00-0:30:00,423.178,1.41135,100,161.52,141,8.04,51,132.76,110.805,2770.13,7143.34,53232200
T4,LSD 10,Trial     8,H6,0:30:00-0:35:00,204.904,0.683196,0,0,0,0,0,0,119.974,2999.36,6725.69,50005500
T4,LSD 10,Trial     8,H6,0:35:00-0:40:00,216.266,0.752805,0,0,0,0,0,0,119.781,2994.52,6533.27,46726000
T4,LSD 10,Trial     8,H12,0:00:00-0:05:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,H12,0:05:00-0:10:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T4,LSD 10,Trial     8,H12,0:10:00-0:15:00,1.64525,2.05656,1,0.76,1,0.04,1,0.8,124.096,3102.41,8051.43,152977
T4,LSD 10,Trial     8,H12,0:15:00-0:20:00,562.866,1.87722,253,274.88,358,15.68,31,89.4,103.483,2587.07,5347.01,39920800
T4,LSD 10,Trial     8,H12,0:20:00-0:25:00,231.161,0.771257,17,298.72,16,0.92,7,79.04,119.231,2980.78,7601.87,56725200
T4,LSD 10,Trial     8,H12,0:25:00-0:30:00,242.888,0.810058,20,298.4,24,1.12,4,101.84,118.682,2967.04,7113.23,53022000
T4,LSD 10,Trial     8,H12,0:30:00-0:35:00,214.919,0.716587,1,300,0,0,0,0,118.725,2968.12,6652.1,49817600
T4,LSD 10,Trial     8,H12,0:35:00-0:40:00,219.848,0.737051,8,135.24,9,0.56,3,5.72,119.834,2995.86,7365.07,54847700
T5,Amphetamine 0.1,Trial     9,A2,0:00:00-0:05:00,463.709,1.54735,54,297.16,53,2.12,0,0,119.837,2995.93,3454.41,25870100
T5,Amphetamine 0.1,Trial     9,A2,0:05:00-0:10:00,385.95,1.28753,13,299.48,12,0.48,0,0,119.53,2988.24,4208.07,31526900
T5,Amphetamine 0.1,Trial     9,A2,0:10:00-0:15:00,371.905,1.24035,3,299.92,2,0.08,0,0,120.823,3020.58,4095.03,30688200
T5,Amphetamine 0.1,Trial     9,A2,0:15:00-0:20:00,443.212,1.47816,56,297.28,57,2.28,0,0,119.088,2977.21,3460.53,25933200
T5,Amphetamine 0.1,Trial     9,A2,0:20:00-0:25:00,447.861,1.49367,39,298.24,38,1.52,0,0,120.225,3005.62,3427.29,25684100
T5,Amphetamine 0.1,Trial     9,A2,0:25:00-0:30:00,404.436,1.34884,22,299,21,0.84,0,0,119.563,2989.07,3782.76,28348000
T5,Amphetamine 0.1,Trial     9,A2,0:30:00-0:35:00,355.304,1.18498,3,299.92,2,0.08,0,0,119.031,2975.78,4275.88,32047700
T5,Amphetamine 0.1,Trial     9,A2,0:35:00-0:40:00,366.966,1.22387,7,277.56,7,0.28,0,0,119.643,2991.07,4191.61,31411900
T5,Amphetamine 0.1,Trial     9,A2,0:40:00-0:45:00,0.0444645,1.11161,0,0,0,0,0,0,179.956,4498.89,4047.18,4047.18
T5,Amphetamine 0.1,Trial     9,A8,0:00:00-0:05:00,973.998,3.25013,555,254.32,678,31.56,131,7.68,72.2488,1806.22,2471.83,18432500
T5,Amphetamine 0.1,Trial     9,A8,0:05:00-0:10:00,818.622,2.73093,557,258.64,665,28.28,57,3.08,74.0914,1852.29,2210.39,16551400
T5,Amphetamine 0.1,Trial     9,A8,0:10:00-0:15:00,874.096,2.91521,609,255.36,700,29.76,78,3.6,70.1707,1754.27,2032.78,15225500
T5,Amphetamine 0.1,Trial     9,A8,0:15:00-0:20:00,633.767,2.11368,352,270.48,445,19.24,57,2.76,95.5981,2389.95,4383.89,32747700
T5,Amphetamine 0.1,Trial     9,A8,0:20:00-0:25:00,229.324,0.866418,24,298.04,29,1.36,10,0.48,115.957,2898.92,6901.24,45520600
T5,Amphetamine 0.1,Trial     9,A8,0:25:00-0:30:00,627.739,2.09358,279,274.52,368,16.72,64,3.68,97.4438,2436.09,4706.54,35068400
T5,Amphetamine 0.1,Trial     9,A8,0:30:00-0:35:00,822.496,2.74312,493,258.88,630,27.2,61,3.2,76.6038,1915.1,2837.78,21252100
T5,Amphetamine 0.1,Trial     9,A8,0:35:00-0:40:00,781.511,2.60643,401,197.32,551,24.56,76,4.16,83.2709,2081.77,3378.23,25269100
T5,Amphetamine 0.1,Trial     9,A8,0:40:00-0:45:00,0.0167309,0.418272,0,0,0,0,0,0,169.865,4246.61,10152.8,10152.8
T5,Amphetamine 0.1,Trial     9,B2,0:00:00-0:05:00,274.115,0.984467,39,275.24,45,2.24,19,1.08,112.891,2822.27,6495.63,45092700
T5,Amphetamine 0.1,Trial     9,B2,0:05:00-0:10:00,196.127,0.65428,4,299.76,3,0.16,1,0.04,118.434,2960.84,7328.57,54715100
T5,Amphetamine 0.1,Trial     9,B2,0:10:00-0:15:00,208.626,0.695793,1,300,0,0,0,0,117.963,2949.08,6799.03,50856700
T5,Amphetamine 0.1,Trial     9,B2,0:15:00-0:20:00,777.306,2.5924,414,259.72,594,26.36,97,5.2,89.1953,2229.88,4252.91,31731000
T5,Amphetamine 0.1,Trial     9,B2,0:20:00-0:25:00,271.808,0.90651,9,298.88,16,0.68,1,0.08,118.132,2953.3,6432.67,48045600
T5,Amphetamine 0.1,Trial     9,B2,0:25:00-0:30:00,726.197,2.42195,346,265.24,505,22.76,69,4,92.6116,2315.29,4369.73,32585100
T5,Amphetamine 0.1,Trial     9,B2,0:30:00-0:35:00,249.985,0.833727,27,297.24,41,1.72,5,0.28,117.074,2926.86,6871.54,51406000
T5,Amphetamine 0.1,Trial     9,B2,0:35:00-0:40:00,206.277,0.687957,11,275.56,12,0.56,8,0.32,118.681,2967.03,7583.41,56557100
T5,Amphetamine 0.1,Trial     9,B2,0:40:00-0:45:00,0.0686993,1.71748,0,0,0,0,0,0,165.666,4141.66,2411.47,2411.47
T5,Amphetamine 0.1,Trial     9,B8,0:00:00-0:05:00,238.046,0.794335,13,298.52,18,0.88,6,0.32,118.49,2962.24,7060.27,48412300
T5,Amphetamine 0.1,Trial     9,B8,0:05:00-0:10:00,266.856,0.890231,15,299,17,0.72,1,0.04,118.585,2964.64,6522.33,48591400
T5,Amphetamine 0.1,Trial     9,B8,0:10:00-0:15:00,273.253,0.91133,21,298.16,26,1.2,7,0.36,115.885,2897.12,6401.68,47724600
